cid,sid,car_lon,car_lat,days,times
538,7,-303318.1909,4485336.552,"Friday, January 23, 2009",22:23
742,5,-303330.8577,4485336.892,"Friday, January 23, 2009",23:51
538,8,-303328.5887,4485337.1,"Friday, January 23, 2009",22:23
539,0,-303492.0009,4485337.118,"Friday, January 23, 2009",22:25
742,4,-303346.5031,4485337.664,"Friday, January 23, 2009",23:51
538,9,-303338.6469,4485338.4,"Friday, January 23, 2009",22:23
741,19,-303477.582,4485338.616,"Friday, January 23, 2009",23:51
742,3,-303360.8809,4485338.975,"Friday, January 23, 2009",23:51
743,3,-303099.4213,4485307.099,"Friday, January 23, 2009",23:52
537,5,-303060.12,4485307.74,"Friday, January 23, 2009",22:22
743,2,-303115.3749,4485309.028,"Friday, January 23, 2009",23:52
537,6,-303075.1813,4485309.124,"Friday, January 23, 2009",22:22
741,14,-303486.4349,4485309.959,"Friday, January 23, 2009",23:51
537,7,-303090.4633,4485310.869,"Friday, January 23, 2009",22:22
743,1,-303131.4518,4485311.421,"Friday, January 23, 2009",23:52
537,8,-303105.928,4485312.521,"Friday, January 23, 2009",22:22
743,0,-303147.4671,4485313.582,"Friday, January 23, 2009",23:52
537,9,-303120.6476,4485313.869,"Friday, January 23, 2009",22:22
539,3,-303500.1878,4485314.693,"Friday, January 23, 2009",22:25
537,10,-303134.9779,4485315.625,"Friday, January 23, 2009",22:22
742,15,-303163.5679,4485315.753,"Friday, January 23, 2009",23:52
537,11,-303149.3319,4485317.158,"Friday, January 23, 2009",22:22
742,14,-303179.6924,4485317.701,"Friday, January 23, 2009",23:51
741,15,-303485.8467,4485317.888,"Friday, January 23, 2009",23:51
537,12,-303163.5648,4485319.017,"Friday, January 23, 2009",22:22
742,13,-303195.7812,4485319.982,"Friday, January 23, 2009",23:51
537,13,-303176.9077,4485321.118,"Friday, January 23, 2009",22:22
742,12,-303212.3946,4485322.208,"Friday, January 23, 2009",23:51
537,14,-303189.5172,4485322.802,"Friday, January 23, 2009",22:22
539,2,-303499.3811,4485323.049,"Friday, January 23, 2009",22:25
742,11,-303228.982,4485323.868,"Friday, January 23, 2009",23:51
741,16,-303485.0951,4485324.111,"Friday, January 23, 2009",23:51
537,15,-303202.0651,4485324.256,"Friday, January 23, 2009",22:22
539,7,-303500.3182,4485286.793,"Friday, January 23, 2009",22:25
536,15,-302884.7082,4485288.215,"Friday, January 23, 2009",22:22
743,10,-302988.0743,4485288.901,"Friday, January 23, 2009",23:52
536,16,-302898.6826,4485289.257,"Friday, January 23, 2009",22:22
741,12,-303487.2965,4485290.579,"Friday, January 23, 2009",23:51
536,17,-302912.6213,4485290.634,"Friday, January 23, 2009",22:22
743,9,-303004.0799,4485291.961,"Friday, January 23, 2009",23:52
536,18,-302926.7212,4485292.928,"Friday, January 23, 2009",22:22
539,6,-303500.0317,4485293.516,"Friday, January 23, 2009",22:25
743,8,-303020.0239,4485294.79,"Friday, January 23, 2009",23:52
536,19,-302940.9304,4485295.008,"Friday, January 23, 2009",22:22
